Respondents,party,post,age,ethnicity,sex,religion,profession,marital,income,locality,education,years_politics,healthy_politics,other_party_comm,other_party,internal_conf_sat,fund,compromise,trust_others,separation_power,nature_bd_politics,virtue_1,virtue_1,election_confidence,party_wings,party_members,follow_nation,harmful_nation,constitution_sat,ethnic_network,student_wing_sat,singular_ideology,internal_dem,party_hierarchy,emotional,logical,logic_change,ind_cons_lib,party_cons_lib,conform_party_id,ind_ideo_imp,economy,military_spend,ext_interfere,ally_nation,narcissism,govt_sat,gen_equality,liberation_war,govt_sector_Health,govt_sector_education,values_1,values_2,route_power,source_info,tolerance,sex_lib,death_penalty,religiosity,fav_media,time_media,sac_afterlife,violence,ind_collect,rel_pol,fav_book,fav_leader
341,Jamaat,"Rukun (Member, Khulna Unit)",Thirty-Forty,Bengali,Male,Islam,lawyer,Married,Fifty-Eighty Thousand,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,BNP,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not at all,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
342,Jamaat,"Ameer, Zilla Unit (Jessore)",Fifty One-Sixty,Bengali,Male,Islam,teacher,Married,Thirty-Fifty Thousand,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,BNP,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not quite,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
343,Jamaat,Nayeb-e-Ameer (Central),Thirty-Forty,Bengali,Male,Islam,social worker,Married,Thirty-Fifty Thousand,Semi-urban,PhD-PostDoc,Twenty-Thirty years,No,Yes,BNP,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not quite,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
344,Jamaat,Member of Majlish-e-Shura (Zilla),Thirty-Forty,Bengali,Male,Islam,driver,Married,Fifty-Eighty Thousand,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,BNP,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not quite,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
345,Jamaat,"Publicity Secretary, Upazilla (Bogra)",Forty One-Fifty,Bengali,Male,Islam,business,Married,Thirty-Fifty Thousand,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,Basod,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not at all,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
346,Jamaat,"Ameer, Zilla Unit (Bogra)",Fifty One-Sixty,Bengali,Male,Islam,business,Married,Fifty-Eighty Thousand,Semi-urban,PhD-PostDoc,Twenty-Thirty years,No,Yes,BNP,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not at all,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
347,Jamaat,Central Assistant Secretary General,Thirty-Forty,Bengali,Male,Islam,family business,Married,Eighty K-One Lac,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,BNP,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not at all,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
348,Jamaat,Member of Majlish-e-Shura (National),Thirty-Forty,Bengali,Male,Islam,lawyer,Married,Fifty-Eighty Thousand,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,Basod,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not at all,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
349,Jamaat,"Publicity Secretary, Upazilla (Satkhira)",Thirty-Forty,Bengali,Male,Islam,business,Married,Thirty-Fifty Thousand,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,Basod,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not quite,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
350,Jamaat,"Rukun (Member, Jessore Unit)",Forty One-Fifty,Bengali,Male,Islam,job,Married,Fifty-Eighty Thousand,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,Basod,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not quite,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
351,Jamaat,"Ameer, Zilla Unit (Sylhet)",Forty One-Fifty,Bengali,Male,Islam,engineer,Married,Eighty K-One Lac,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,CPB,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not at all,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
352,Jamaat,Central Secretary General,Forty One-Fifty,Bengali,Male,Islam,engineer,Married,Fifty-Eighty Thousand,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,BNP,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not quite,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
353,Jamaat,Member of Majlish-e-Shura (Zilla),Thirty-Forty,Bengali,Male,Islam,engineer,Married,Thirty-Fifty Thousand,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,Basod,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not at all,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
354,Jamaat,"Publicity Secretary, Upazilla (Comilla)",Thirty-Forty,Bengali,Male,Islam,engineer,Married,Fifty-Eighty Thousand,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,Basod,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not at all,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
355,Jamaat,"Ameer, Zilla Unit (Chittagong)",Thirty-Forty,Bengali,Male,Islam,engineer,Married,Eighty K-One Lac,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,BNP,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not at all,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
356,Jamaat,Nayeb-e-Ameer (Central),Fifty One-Sixty,Bengali,Male,Islam,engineer,Married,<Thirty Thousand,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,BNP,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not at all,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
357,Jamaat,Member of Majlish-e-Shura (National),Thirty-Forty,Bengali,Male,Islam,teacher,Married,Thirty-Fifty Thousand,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,BNP,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not at all,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
358,Jamaat,"Publicity Secretary, Upazilla (Pabna)",Fifty One-Sixty,Bengali,Male,Islam,lawyer,Married,Fifty-Eighty Thousand,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,BNP,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not at all,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
359,Jamaat,"Rukun (Member, Dhaka North)",Fifty One-Sixty,Bengali,Male,Islam,lawyer,Married,Thirty-Fifty Thousand,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,BNP,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not quite,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
360,Jamaat,"Ameer, Zilla Unit (Dinajpur)",Fifty One-Sixty,Bengali,Male,Islam,teacher,Married,Fifty-Eighty Thousand,Semi-urban,PhD-PostDoc,Twenty-Thirty years,No,Yes,BNP,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not quite,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
361,Jamaat,Central Assistant Secretary General,Fifty One-Sixty,Bengali,Male,Islam,social worker,Married,Thirty-Fifty Thousand,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,BNP,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not quite,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
362,Jamaat,Member of Majlish-e-Shura (Zilla),Thirty-Forty,Bengali,Male,Islam,driver,Married,Thirty-Fifty Thousand,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,BNP,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not at all,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
363,Jamaat,"Publicity Secretary, Upazilla (Sylhet)",Forty One-Fifty,Bengali,Male,Islam,teacher,Married,Thirty-Fifty Thousand,Semi-urban,PhD-PostDoc,<Ten years,No,Yes,BNP,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not at all,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
364,Jamaat,"Ameer, Zilla Unit (Comilla)",Thirty-Forty,Bengali,Male,Islam,lawyer,Married,Thirty-Fifty Thousand,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,CPB,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not at all,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
365,Jamaat,Central Secretary General,Fifty One-Sixty,Bengali,Male,Islam,lawyer,Married,Thirty-Fifty Thousand,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,CPB,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not at all,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
366,Jamaat,Member of Majlish-e-Shura (National),Thirty-Forty,Bengali,Male,Islam,teacher,Married,Thirty-Fifty Thousand,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,CPB,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not at all,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
367,Jamaat,"Publicity Secretary, Upazilla (Chittagong)",Forty One-Fifty,Bengali,Male,Islam,social worker,Married,<Thirty Thousand,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,CPB,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not at all,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
368,Jamaat,"Rukun (Member, Rangpur)",Thirty-Forty,Bengali,Male,Islam,driver,Married,<Thirty Thousand,Semi-urban,PhD-PostDoc,Ten-Twenty years,No,Yes,BNP,Totally,All of the above,A lot,Little bit,Totally,Democracy Shariah,Eshtablishing Islamic republic,Fear of Allah,Little bit,Slightly,Not quite,"china, turkey",India,A lot,Totally,Totally,A lot,Totally,Not quite,Slightly,A lot,A lot,Slightly,Slightly,A lot,A lot,Not at all,Not quite,Little bit,China,A lot,Not quite,Little bit,Totally,Education,Infrastructure,Honesty,Intelligence,Mass revoution uprising,Internet,A lot,Not at all,Totally,A lot,Telegram,One-Two hr,Totally,Totally,A lot,Not at all,Quran,Hazrat Muhammad s.
